,0
3623,2323331650
3624,2323331651
3625,2323331652
3626,2323331653
3627,2323331654
3628,2323331655
3629,2323331656
3630,2323331657
3631,2323331658
3632,2323331659
3633,2323331660
3634,2323331661
3635,2323331662
3636,2323331663
3637,2323331664
3638,2323331665
3639,2323331666
3640,2323331667
3641,2323331668
3642,2323331669
3643,2323331670
3644,2323331671
3645,2323331672
3646,2323331673
3647,2323331674
3648,2323331675
3649,2323331676
3650,2323331677
3651,2323331678
3652,2323331679
3653,2323331680
3654,2323331681
3655,2323331682
3656,2323331683
3657,2323331684
3658,2323331685
3659,2323331686
3660,2323331687
3661,2323331688
3662,2323331689
3663,2323331690
3664,2323331691
3665,2323331692
3666,2323331693
3667,2323331694
3668,2323331695
3669,2323331696
3670,2323331697
3671,2323331698
3672,2323331699
3673,2323331700
3674,2323331701
3675,2323331702
3676,2323331703
3677,2323331704
3678,2323331705
3679,2323331706
3680,2323331707
3681,2323331708
3682,2323331709
3683,2323331710
3684,2323331711
3685,2323331712
3686,2323331713
3687,2323331714
3688,2323331715
3689,2323331716
3690,2323331717
3691,2323331718
3692,2323331719
3693,2323331720
3694,2323331721
3695,2323331722
3696,2323331723
3697,2323331724
3698,2323331725
3699,2323331726
3700,2323331727
3701,2323331728
3702,2323331729
3703,2323331730
3704,2323331731
3705,2323331732
3706,2323331733
3707,2323331734
3708,2323331735
3709,2323331736
3710,2323331737
3711,2323331738
3712,2323331739
3713,2323331740
3714,2323331741
3715,2323331742
3716,2323331743
3717,2323331744
3718,2323331745
3719,2323331746
3720,2323331747
3721,2323331748
3722,2323331749
3723,2323331750
3724,2323331751
3725,2323331752
3726,2323331753
3727,2323331754
3728,2323331755
3729,2323331756
3730,2323331757
3731,2323331758
3732,2323331759
3733,2323331760
3734,2323331761
3735,2323331762
3736,2323331763
3737,2323331764
3738,2323331765
3739,2323331766
3740,2323331767
3741,2323331768
3742,2323331769
3743,2323331770
3744,2323331771
3745,2323331772
3746,2323331773
3747,2323331774
3748,2323331775
3749,2323331776
3750,2323331777
3751,2323331778
3752,2323331779
3753,2323331780
3754,2323331781
3755,2323331782
3756,2323331783
3757,2323331784
3758,2323331785
3759,2323331786
3760,2323331787
3761,2323331788
3762,2323331789
3763,2323331790
3764,2323331791
3765,2323331792
3766,2323331793
3767,2323331794
3768,2323331795
3769,2323331796
3770,2323331797
3771,2323331798
3772,2323331799
3773,2323331800
3774,2323331801
3775,2323331802
3776,2323331803
3777,2323331804
3778,2323331805
3779,2323331806
3780,2323331807
3781,2323331808
3782,2323331809
3783,2323331810
3784,2323331811
3785,2323331812
3786,2323331813
3787,2323331814
3788,2323331815
3789,2323331816
3790,2323331817
3791,2323331818
3792,2323331819
3793,2323331820
3794,2323331821
3795,2323331822
3796,2323331823
3797,2323331824
3798,2323331825
3799,2323331826
3800,2323331827
3801,2323331828
3802,2323331829
3803,2323331830
3804,2323331831
3805,2323331832
3806,2323331833
3807,2323331834
3808,2323331835
3809,2323331836
3810,2323331837
3811,2323331838
3812,2323331839
3813,2323331840
3814,2323331841
3815,2323331842
3816,2323331843
3817,2323331844
3818,2323331845
3819,2323331846
3820,2323331847
3821,2323331848
3822,2323331849
3823,2323331850
3824,2323331851
3825,2323331852
3826,2323331853
3827,2323331854
3828,2323331855
3829,2323331856
3830,2323331857
3831,2323331858
3832,2323331859
3833,2323331860
3834,2323331861
3835,2323331862
3836,2323331863
3837,2323331864
3838,2323331865
3839,2323331866
3840,2323331867
3841,2323331868
3842,2323331869
3843,2323331870
3844,2323331871
3845,2323331872
3846,2323331873
3847,2323331874
3848,2323331875
3849,2323331876
3850,2323331877
3851,2323331878
3852,2323331879
3853,2323331880
3854,2323331881
3855,2323331882
3856,2323331883
3857,2323331884
3858,2323331885
3859,2323331886
3860,2323331887
3861,2323331888
3862,2323331889
3863,2323331890
3864,2323331891
3865,2323331892
3866,2323331893
3867,2323331894
3868,2323331895
3869,2323331896
3870,2323331897
3871,2323331898
3872,2323331899
3873,2323331900
3874,2323331901
3875,2323331902
3876,2323331903
3877,2323331904
3878,2323331905
3879,2323331906
3880,2323331907
3881,2323331908
3882,2323331909
3883,2323331910
3884,2323331911
3885,2323331912
3886,2323331913
3887,2323331914
3888,2323331915
3889,2323331916
3890,2323331917
3891,2323331918
3892,2323331919
3893,2323331920
3894,2323331921
3895,2323331922
3896,2323331923
3897,2323331924
3898,2323331925
3899,2323331926
3900,2323331927
3901,2323331928
3902,2323331929
3903,2323331930
3904,2323331931
3905,2323331932
3906,2323331933
3907,2323331934
3908,2323331935
3909,2323331936
3910,2323331937
3911,2323331938
3912,2323331939
3913,2323331940
3914,2323331941
3915,2323331942
3916,2323331943
3917,2323331944
3918,2323331945
3919,2323331946
3920,2323331947
3921,2323331948
3922,2323331949
3923,2323331950
3924,2323331951
3925,2323331952
3926,2323331953
3927,2323331954
3928,2323331955
3929,2323331956
3930,2323331957
3931,2323331958
3932,2323331959
3933,2323331960
3934,2323331961
3935,2323331962
3936,2323331963
3937,2323331964
3938,2323331965
3939,2323331966
3940,2323331967
3941,2323331968
3942,2323331969
3943,2323331970
3944,2323331971
3945,2323331972
3946,2323331973
3947,2323331974
3948,2323331975
3949,2323331976
3950,2323331977
3951,2323331978
3952,2323331979
3953,2323331980
3954,2323331981
3955,2323331982
3956,2323331983
3957,2323331984
3958,2323331985
3959,2323331986
3960,2323331987
3961,2323331988
3962,2323331989
3963,2323331990
3964,2323331991
3965,2323331992
3966,2323331993
3967,2323331994
3968,2323331995
3969,2323331996
3970,2323331997
